imagen,deteccion,nivel,categoría
00068ee5e4632cf05be16306f00aa51b.jpg,Diptera,0.6923602223396301,Diptera
00068ee5e4632cf05be16306f00aa51b.jpg,Diptera,0.827951192855835,Diptera
00068ee5e4632cf05be16306f00aa51b.jpg,Diptera,0.8301860690116882,Diptera
00068ee5e4632cf05be16306f00aa51b.jpg,Diptera,0.8864663243293762,Diptera
00068ee5e4632cf05be16306f00aa51b.jpg,no_detection,0.0,Diptera
0065808ec8a40acb4dbaf1a855045a1b.jpg,no_detection,0.0,Bee
0065808ec8a40acb4dbaf1a855045a1b.jpg,no_detection,0.0,Bee
0065808ec8a40acb4dbaf1a855045a1b.jpg,no_detection,0.0,Bee
0065808ec8a40acb4dbaf1a855045a1b.jpg,no_detection,0.0,Bee
0065808ec8a40acb4dbaf1a855045a1b.jpg,Bee,0.8661054372787476,Bee
00720ef5141a225e95a973c785e5292b.jpg,Wasp,0.4125387966632843,Bee
00720ef5141a225e95a973c785e5292b.jpg,Wasp,0.7030697464942932,Bee
00720ef5141a225e95a973c785e5292b.jpg,Wasp,0.5133348703384399,Bee
00720ef5141a225e95a973c785e5292b.jpg,Wasp,0.6504086256027222,Bee
00720ef5141a225e95a973c785e5292b.jpg,no_detection,0.0,Bee
00ad5ae0ef6fe82cad95e54e8f478857.jpg,Wasp,0.6767928600311279,Wasp
00ad5ae0ef6fe82cad95e54e8f478857.jpg,Wasp,0.819280743598938,Wasp
00ad5ae0ef6fe82cad95e54e8f478857.jpg,Wasp,0.799253523349762,Wasp
00ad5ae0ef6fe82cad95e54e8f478857.jpg,Wasp,0.8447469472885132,Wasp
00ad5ae0ef6fe82cad95e54e8f478857.jpg,Wasp,0.5848963260650635,Wasp
00ad5ae0ef6fe82cad95e54e8f478857_reflejada1.jpg,Wasp,0.7689936757087708,Wasp
00ad5ae0ef6fe82cad95e54e8f478857_reflejada1.jpg,Wasp,0.824129581451416,Wasp
00ad5ae0ef6fe82cad95e54e8f478857_reflejada1.jpg,Wasp,0.7595027685165405,Wasp
00ad5ae0ef6fe82cad95e54e8f478857_reflejada1.jpg,Wasp,0.8471624851226807,Wasp
00ad5ae0ef6fe82cad95e54e8f478857_reflejada1.jpg,Wasp,0.5064644813537598,Wasp
01204afe7194a9a98cd57bb629877716.jpg,Bee,0.34146949648857117,Bee
01204afe7194a9a98cd57bb629877716.jpg,Bee,0.7215211987495422,Bee
01204afe7194a9a98cd57bb629877716.jpg,Wasp,0.44578608870506287,Bee
01204afe7194a9a98cd57bb629877716.jpg,Wasp,0.37621262669563293,Bee
01204afe7194a9a98cd57bb629877716.jpg,Bee,0.42417895793914795,Bee
013461eac6df1374f282d1678c79e26b.jpg,no_detection,0.0,Bee
013461eac6df1374f282d1678c79e26b.jpg,Bee,0.31905391812324524,Bee
013461eac6df1374f282d1678c79e26b.jpg,no_detection,0.0,Bee
013461eac6df1374f282d1678c79e26b.jpg,no_detection,0.0,Bee
013461eac6df1374f282d1678c79e26b.jpg,no_detection,0.0,Bee
027f39558776c5ae38f2fb7f3e552eb7.jpg,Bee,0.5786558985710144,Bee
027f39558776c5ae38f2fb7f3e552eb7.jpg,Bee,0.8769441246986389,Bee
027f39558776c5ae38f2fb7f3e552eb7.jpg,Bee,0.7560012340545654,Bee
027f39558776c5ae38f2fb7f3e552eb7.jpg,Bee,0.8632527589797974,Bee
027f39558776c5ae38f2fb7f3e552eb7.jpg,Coleoptera,0.5867376327514648,Bee
02d56963d2a4e726e275a8762774a0c0.jpg,Wasp,0.6042025089263916,Bee
02d56963d2a4e726e275a8762774a0c0.jpg,Wasp,0.362295001745224,Bee
02d56963d2a4e726e275a8762774a0c0.jpg,Wasp,0.47784224152565,Bee
02d56963d2a4e726e275a8762774a0c0.jpg,Wasp,0.43845894932746887,Bee
02d56963d2a4e726e275a8762774a0c0.jpg,Wasp,0.3093357980251312,Bee
0459392f7485929a8ff8b7b6948a323c_reflejada1.jpg,Coleoptera,0.6524763703346252,Coleoptera
0459392f7485929a8ff8b7b6948a323c_reflejada1.jpg,Coleoptera,0.5587222576141357,Coleoptera
0459392f7485929a8ff8b7b6948a323c_reflejada1.jpg,Coleoptera,0.6793415546417236,Coleoptera
0459392f7485929a8ff8b7b6948a323c_reflejada1.jpg,Coleoptera,0.6917816996574402,Coleoptera
0459392f7485929a8ff8b7b6948a323c_reflejada1.jpg,no_detection,0.0,Coleoptera
058d6d6120112fa571d3d2f4701d4247.jpg,Bee,0.45123931765556335,Bee
058d6d6120112fa571d3d2f4701d4247.jpg,Bee,0.7650166749954224,Bee
058d6d6120112fa571d3d2f4701d4247.jpg,Bee,0.7497402429580688,Bee
058d6d6120112fa571d3d2f4701d4247.jpg,Bee,0.8346129655838013,Bee
058d6d6120112fa571d3d2f4701d4247.jpg,no_detection,0.0,Bee
059b4e98acba4301d57a929e35c8fc27.jpg,Bee,0.6270116567611694,Bee
059b4e98acba4301d57a929e35c8fc27.jpg,Bee,0.5661126971244812,Bee
059b4e98acba4301d57a929e35c8fc27.jpg,Bee,0.7635535597801208,Bee
059b4e98acba4301d57a929e35c8fc27.jpg,no_detection,0.0,Bee
059b4e98acba4301d57a929e35c8fc27.jpg,Bee,0.32321807742118835,Bee
05a18780e02c827e037fbe2890e1a1d2.jpg,Coleoptera,0.4778122007846832,Coleoptera
05a18780e02c827e037fbe2890e1a1d2.jpg,no_detection,0.0,Coleoptera
05a18780e02c827e037fbe2890e1a1d2.jpg,no_detection,0.0,Coleoptera
05a18780e02c827e037fbe2890e1a1d2.jpg,Coleoptera,0.567685604095459,Coleoptera
05a18780e02c827e037fbe2890e1a1d2.jpg,Coleoptera,0.4512479603290558,Coleoptera
069cd8d61907b3277452b74b606af186.jpg,Bee,0.5700277090072632,Bee
069cd8d61907b3277452b74b606af186.jpg,Bee,0.7715935111045837,Bee
069cd8d61907b3277452b74b606af186.jpg,Bee,0.6992322206497192,Bee
069cd8d61907b3277452b74b606af186.jpg,Bee,0.8901370167732239,Bee
069cd8d61907b3277452b74b606af186.jpg,Bee,0.8982492685317993,Bee
077bffb11c5ead6c18fcfaf277f6eff6.jpg,Wasp,0.26914212107658386,Bee
077bffb11c5ead6c18fcfaf277f6eff6.jpg,no_detection,0.0,Bee
077bffb11c5ead6c18fcfaf277f6eff6.jpg,no_detection,0.0,Bee
077bffb11c5ead6c18fcfaf277f6eff6.jpg,no_detection,0.0,Bee
077bffb11c5ead6c18fcfaf277f6eff6.jpg,Diptera,0.3137159049510956,Bee
07ae13ee8f8356d7a5632952987a81c5_reflejada1.jpg,Lepidoptera,0.7496107816696167,Lepidoptera
07ae13ee8f8356d7a5632952987a81c5_reflejada1.jpg,Lepidoptera,0.7377090454101562,Lepidoptera
07ae13ee8f8356d7a5632952987a81c5_reflejada1.jpg,Lepidoptera,0.8850879073143005,Lepidoptera
07ae13ee8f8356d7a5632952987a81c5_reflejada1.jpg,Lepidoptera,0.7808739542961121,Lepidoptera
07ae13ee8f8356d7a5632952987a81c5_reflejada1.jpg,no_detection,0.0,Lepidoptera
0b5df3a07badcde3ab145c3ed3e3ba1c.jpg,Bee,0.8204200863838196,Bee
0b5df3a07badcde3ab145c3ed3e3ba1c.jpg,Bee,0.8618208765983582,Bee
0b5df3a07badcde3ab145c3ed3e3ba1c.jpg,Bee,0.48210206627845764,Bee
0b5df3a07badcde3ab145c3ed3e3ba1c.jpg,Bee,0.7611158490180969,Bee
0b5df3a07badcde3ab145c3ed3e3ba1c.jpg,Bee,0.8566058278083801,Bee
0c09f4425b04542faaecf557c6665551.jpg,Bee,0.7333574891090393,Bee
0c09f4425b04542faaecf557c6665551.jpg,Bee,0.46449044346809387,Bee
0c09f4425b04542faaecf557c6665551.jpg,Bee,0.2798703908920288,Bee
0c09f4425b04542faaecf557c6665551.jpg,Bee,0.5282650589942932,Bee
0c09f4425b04542faaecf557c6665551.jpg,Coleoptera,0.43841686844825745,Bee
0d19e2aa31fb021582cb4b6a3a30e5f9_reflejada1.jpg,Wasp,0.5806982517242432,Wasp
0d19e2aa31fb021582cb4b6a3a30e5f9_reflejada1.jpg,Wasp,0.6543703675270081,Wasp
0d19e2aa31fb021582cb4b6a3a30e5f9_reflejada1.jpg,Wasp,0.7371056079864502,Wasp
0d19e2aa31fb021582cb4b6a3a30e5f9_reflejada1.jpg,Bee,0.7424578666687012,Wasp
0d19e2aa31fb021582cb4b6a3a30e5f9_reflejada1.jpg,no_detection,0.0,Wasp
0d281b9916d7d22f9496394555166c11.jpg,Bee,0.7752805948257446,Bee
0d281b9916d7d22f9496394555166c11.jpg,Bee,0.797342836856842,Bee
0d281b9916d7d22f9496394555166c11.jpg,Bee,0.38763463497161865,Bee
0d281b9916d7d22f9496394555166c11.jpg,Bee,0.33540078997612,Bee
0d281b9916d7d22f9496394555166c11.jpg,Coleoptera,0.2599635422229767,Bee
0eaa34168e028c8e13c5ceedcda9197a.jpg,Bee,0.7042538523674011,Bee
0eaa34168e028c8e13c5ceedcda9197a.jpg,Bee,0.7659108638763428,Bee
0eaa34168e028c8e13c5ceedcda9197a.jpg,Bee,0.5869105458259583,Bee
0eaa34168e028c8e13c5ceedcda9197a.jpg,Bee,0.5490371584892273,Bee
0eaa34168e028c8e13c5ceedcda9197a.jpg,Hoverfly,0.45702558755874634,Bee
0f240c416b93e7ab9d7245aedb436064.jpg,Bee,0.27672794461250305,Bee
0f240c416b93e7ab9d7245aedb436064.jpg,Bee,0.7027585506439209,Bee
0f240c416b93e7ab9d7245aedb436064.jpg,Bee,0.8982303738594055,Bee
0f240c416b93e7ab9d7245aedb436064.jpg,Bee,0.4924629330635071,Bee
0f240c416b93e7ab9d7245aedb436064.jpg,Hoverfly,0.28421053290367126,Bee
12e4fdc9ba42d5107e7fcd2454d85416.jpg,no_detection,0.0,Bee
12e4fdc9ba42d5107e7fcd2454d85416.jpg,Bee,0.4806654751300812,Bee
12e4fdc9ba42d5107e7fcd2454d85416.jpg,no_detection,0.0,Bee
12e4fdc9ba42d5107e7fcd2454d85416.jpg,no_detection,0.0,Bee
12e4fdc9ba42d5107e7fcd2454d85416.jpg,Bee,0.6235144734382629,Bee
1372c16e0fd98308eaa7093e3755089c.jpg,no_detection,0.0,Bee
1372c16e0fd98308eaa7093e3755089c.jpg,Bee,0.3757716715335846,Bee
1372c16e0fd98308eaa7093e3755089c.jpg,no_detection,0.0,Bee
1372c16e0fd98308eaa7093e3755089c.jpg,no_detection,0.0,Bee
1372c16e0fd98308eaa7093e3755089c.jpg,no_detection,0.0,Bee
13edd164b8c45d69ca19aef7ecd402b7.jpg,Bee,0.676407516002655,Bee
13edd164b8c45d69ca19aef7ecd402b7.jpg,Bee,0.676407516002655,Bee
13edd164b8c45d69ca19aef7ecd402b7.jpg,Bee,0.39517220854759216,Bee
13edd164b8c45d69ca19aef7ecd402b7.jpg,Bee,0.39517220854759216,Bee
13edd164b8c45d69ca19aef7ecd402b7.jpg,Bee,0.8176196813583374,Bee
13edd164b8c45d69ca19aef7ecd402b7.jpg,Bee,0.8176196813583374,Bee
13edd164b8c45d69ca19aef7ecd402b7.jpg,Bee,0.5600019693374634,Bee
13edd164b8c45d69ca19aef7ecd402b7.jpg,Bee,0.5600019693374634,Bee
13edd164b8c45d69ca19aef7ecd402b7.jpg,Bee,0.4323887228965759,Bee
13edd164b8c45d69ca19aef7ecd402b7.jpg,Bee,0.4323887228965759,Bee
162b7cce9ff678c60f6781b725369af4.jpg,Lepidoptera,0.28726354241371155,Bee
162b7cce9ff678c60f6781b725369af4.jpg,no_detection,0.0,Bee
162b7cce9ff678c60f6781b725369af4.jpg,Lepidoptera,0.35385045409202576,Bee
162b7cce9ff678c60f6781b725369af4.jpg,no_detection,0.0,Bee
162b7cce9ff678c60f6781b725369af4.jpg,no_detection,0.0,Bee
19498c22f878c055fa3cde48ea848642.jpg,no_detection,0.0,Bee
19498c22f878c055fa3cde48ea848642.jpg,no_detection,0.0,Bee
19498c22f878c055fa3cde48ea848642.jpg,Hoverfly,0.5212827920913696,Bee
19498c22f878c055fa3cde48ea848642.jpg,Hoverfly,0.42369556427001953,Bee
19498c22f878c055fa3cde48ea848642.jpg,Hoverfly,0.5822575092315674,Bee
1997394105f5c1f386977162eb1e8f7b.jpg,no_detection,0.0,Bee
1997394105f5c1f386977162eb1e8f7b.jpg,no_detection,0.0,Bee
1997394105f5c1f386977162eb1e8f7b.jpg,no_detection,0.0,Bee
1997394105f5c1f386977162eb1e8f7b.jpg,no_detection,0.0,Bee
1997394105f5c1f386977162eb1e8f7b.jpg,Bee,0.8503353595733643,Bee
19a577da74e1405c17bf62e1444a5c97.jpg,Coleoptera,0.45691657066345215,Diptera
19a577da74e1405c17bf62e1444a5c97.jpg,Coleoptera,0.41029566526412964,Diptera
19a577da74e1405c17bf62e1444a5c97.jpg,Others,0.5294363498687744,Diptera
19a577da74e1405c17bf62e1444a5c97.jpg,Coleoptera,0.6769765615463257,Diptera
19a577da74e1405c17bf62e1444a5c97.jpg,no_detection,0.0,Diptera
19a577da74e1405c17bf62e1444a5c97_reflejada1.jpg,Coleoptera,0.2737939655780792,Diptera
19a577da74e1405c17bf62e1444a5c97_reflejada1.jpg,Coleoptera,0.32858362793922424,Diptera
19a577da74e1405c17bf62e1444a5c97_reflejada1.jpg,Others,0.6498278379440308,Diptera
19a577da74e1405c17bf62e1444a5c97_reflejada1.jpg,Coleoptera,0.6896792054176331,Diptera
19a577da74e1405c17bf62e1444a5c97_reflejada1.jpg,no_detection,0.0,Diptera
1ac587b6ee689727de2c5e89845d38b8.jpg,no_detection,0.0,Bee
1ac587b6ee689727de2c5e89845d38b8.jpg,no_detection,0.0,Bee
1ac587b6ee689727de2c5e89845d38b8.jpg,Bee,0.2711328864097595,Bee
1ac587b6ee689727de2c5e89845d38b8.jpg,no_detection,0.0,Bee
1ac587b6ee689727de2c5e89845d38b8.jpg,no_detection,0.0,Bee
1b95755fbeb101b594839b99e325e950.jpg,Bee,0.33660057187080383,Bee
1b95755fbeb101b594839b99e325e950.jpg,Bee,0.7254446148872375,Bee
1b95755fbeb101b594839b99e325e950.jpg,Bee,0.7613665461540222,Bee
1b95755fbeb101b594839b99e325e950.jpg,Hoverfly,0.5509625673294067,Bee
1b95755fbeb101b594839b99e325e950.jpg,no_detection,0.0,Bee
1cbd765c8b37cef42601b3fb070d2f19.jpg,Bee,0.8236077427864075,Bee
1cbd765c8b37cef42601b3fb070d2f19.jpg,Bee,0.6698289513587952,Bee
1cbd765c8b37cef42601b3fb070d2f19.jpg,Bee,0.9071824550628662,Bee
1cbd765c8b37cef42601b3fb070d2f19.jpg,Bee,0.8915165066719055,Bee
1cbd765c8b37cef42601b3fb070d2f19.jpg,no_detection,0.0,Bee
1e0a955a6897597fd5386d3477c945bb_reflejada1.jpg,Wasp,0.8085081577301025,Wasp
1e0a955a6897597fd5386d3477c945bb_reflejada1.jpg,Wasp,0.8863543272018433,Wasp
